EmpID,Age_ID,AgeGroup_ID,Attrition_ID,BusinessTravel_ID,Department_ID,Education_ID,EducationField_ID,EnvironmentSatisfaction_ID,Gender_ID,JobInvolvement_ID,JobLevel_ID,JobRole_ID,JobSatisfaction_ID,MaritalStatus_ID,Over18_ID,OverTime_ID,PerformanceRating_ID,RelationshipSatisfaction_ID,StockOptionLevel_ID,WorkLifeBalance_ID,TotalWorkingYears_ID,TrainingTimesLastYear,YearsInCurrentRole_ID,YearsSinceLastPromotion_ID,YearsWithCurrManager_ID,DailyRate,DistanceFromHomeInKm,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,SalarySlab,MonthlyRate,PercentSalaryHike,StandardHours,NumCompaniesWorked
159,9,2,2,1,1,2,1,3,2,2,1,3,1,3,1,2,1,1,3,4,1,3,1,1,1,482,1.6,1,1893,90,2933,Upto 5k,14908,13,80,1
160,9,2,2,2,1,1,5,1,1,4,1,1,3,3,1,1,1,2,3,1,2,3,3,2,2,1096,9.7,1,1918,61,2544,Upto 5k,7102,18,80,0
161,9,2,2,1,1,1,2,1,1,1,1,1,4,1,1,1,1,3,1,4,2,6,3,2,2,157,1.6,1,1952,95,2867,Upto 5k,20006,13,80,0
162,9,2,2,1,2,1,5,2,2,2,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1167,8,1,2060,30,2966,Upto 5k,21378,18,80,0
162,9,2,2,1,2,1,5,2,2,2,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1167,8,1,2060,30,2966,Upto 5k,21378,18,80,0
163,10,2,2,1,1,3,2,4,1,1,1,1,2,3,1,1,1,3,3,1,2,3,1,1,1,591,3.2,1,7,40,3468,Upto 5k,16632,12,80,9
164,10,2,2,1,1,4,1,2,2,1,1,1,4,2,1,1,1,3,3,1,1,6,1,1,1,1240,3.2,1,54,33,2341,Upto 5k,19715,13,80,1
165,10,2,2,2,2,1,1,2,1,1,3,6,1,1,1,1,1,3,1,1,2,0,3,1,2,994,12.9,1,56,37,8726,5k-10k,2975,15,80,1
166,10,2,2,3,1,1,2,2,1,1,1,3,2,2,1,1,1,3,3,3,2,1,1,1,1,691,14.5,1,218,57,2024,Upto 5k,5970,18,80,6
167,10,2,2,3,1,1,2,1,1,2,1,3,1,2,1,2,1,3,3,4,1,2,1,1,1,1450,4.8,1,224,79,2566,Upto 5k,25326,15,80,1
168,10,2,2,1,1,1,4,1,1,1,1,3,2,3,1,2,1,3,3,4,2,3,1,1,1,1157,27.4,1,233,51,3058,Upto 5k,13364,16,80,0
169,10,2,2,1,1,1,2,2,2,1,1,3,2,1,1,1,1,3,1,4,2,2,3,1,1,894,14.5,1,260,99,2279,Upto 5k,11781,16,80,1
170,10,2,2,2,1,3,4,1,1,2,2,5,4,3,1,1,1,1,3,1,2,1,1,1,1,472,1.6,1,274,60,4298,Upto 5k,9679,19,80,5
171,10,2,2,2,2,1,1,2,2,1,2,6,1,1,1,1,1,3,1,1,2,2,3,1,2,1242,32.2,1,293,90,9981,5k-10k,12916,14,80,1
172,10,2,2,1,1,1,1,1,2,1,1,3,2,1,1,2,1,4,1,4,1,2,1,1,1,1220,8,1,434,85,2478,Upto 5k,20938,12,80,1
173,10,2,2,1,2,1,1,2,1,1,2,6,1,1,1,2,1,2,1,1,1,3,2,1,1,1377,3.2,1,437,74,4478,Upto 5k,5242,11,80,1
174,10,2,2,3,2,3,3,1,1,1,2,6,2,3,1,2,1,3,3,1,2,0,2,1,1,210,1.6,1,449,73,6349,5k-10k,22107,13,80,0
175,10,2,2,1,2,4,3,3,2,1,2,6,2,3,1,1,1,2,3,1,2,3,3,1,2,1130,12.9,1,458,56,6214,5k-10k,3415,18,80,1
176,10,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,4,3,1,1,2,1,1,1,1469,1.6,1,497,82,3816,Upto 5k,17881,11,80,1
177,10,2,2,1,1,4,2,4,2,2,1,3,1,2,1,1,1,1,2,4,2,5,1,1,1,798,9.7,1,655,66,2187,Upto 5k,5013,12,80,0
178,10,2,1,1,2,3,3,1,1,1,1,2,4,2,1,1,1,4,3,1,1,3,1,1,1,1420,3.2,1,667,85,3041,Upto 5k,16346,11,80,0
179,10,2,2,1,1,4,2,4,1,2,1,3,3,1,1,1,1,3,1,1,1,0,1,1,1,1115,4.8,1,700,54,2045,Upto 5k,15174,13,80,0
180,10,2,2,2,2,3,2,2,2,4,2,6,3,2,1,2,2,4,2,1,2,3,2,1,1,1410,4.8,1,714,71,4647,Upto 5k,16673,20,80,1
181,10,2,2,1,1,2,1,1,2,1,3,5,4,3,1,1,1,3,1,1,2,3,3,1,2,608,1.6,1,725,68,7412,5k-10k,6009,11,80,1
182,10,2,2,2,1,2,1,2,1,1,3,5,4,2,1,1,2,1,2,4,2,4,3,1,2,294,16.1,1,733,32,8793,5k-10k,4809,21,80,1
183,10,2,2,1,1,1,2,2,2,2,2,7,4,1,1,1,1,2,1,3,2,2,2,1,2,975,11.3,1,764,55,6811,5k-10k,23398,19,80,8
184,10,2,2,2,2,3,3,1,1,1,2,6,3,3,1,1,1,4,3,1,1,3,1,1,1,829,12.9,1,800,84,4342,Upto 5k,24008,19,80,0
185,10,2,2,1,1,3,4,1,1,2,3,8,3,2,1,2,1,4,3,1,2,3,3,1,2,269,8,1,844,42,12808,10k-15k,8842,16,80,1
186,10,2,2,3,1,1,2,2,1,1,1,3,3,3,1,1,1,1,4,4,1,6,1,1,1,443,4.8,1,850,50,1706,Upto 5k,16571,11,80,1
187,10,2,2,1,1,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,618,6.4,1,933,76,2318,Upto 5k,17808,19,80,1
188,10,2,2,1,1,4,4,1,2,1,1,1,2,3,1,1,1,4,3,1,1,2,1,1,1,1134,25.7,1,1001,37,2811,Upto 5k,12086,14,80,9
189,10,2,2,1,1,4,1,4,2,1,2,5,3,3,1,1,1,4,3,1,1,2,1,1,1,1055,3.2,1,1027,47,4227,Upto 5k,4658,18,80,0
190,10,2,2,3,1,5,1,4,1,3,1,1,1,3,1,1,1,3,4,1,1,4,1,1,1,1277,12.9,1,1094,87,4621,Upto 5k,5869,19,80,1
191,10,2,2,1,1,1,1,2,1,2,1,3,1,3,1,1,1,1,3,1,1,0,1,1,1,199,9.7,1,1162,55,2539,Upto 5k,7950,13,80,1
192,10,2,2,1,1,1,1,4,1,1,1,3,4,3,1,2,1,3,2,4,2,3,3,2,2,1103,22.5,1,1244,42,2235,Upto 5k,14377,14,80,1
193,10,2,2,1,1,2,1,4,1,1,1,3,1,2,1,1,1,4,4,1,1,2,1,1,1,1167,6.4,1,1259,76,2517,Upto 5k,3208,11,80,1
194,10,2,2,1,2,1,2,1,2,4,1,2,3,3,1,1,1,4,3,1,1,4,1,1,1,1291,17.7,1,1364,98,2534,Upto 5k,6527,14,80,8
195,10,2,2,2,2,3,1,2,1,3,2,6,3,1,1,1,2,4,1,1,2,3,1,1,1,793,3.2,1,1371,43,5071,5k-10k,20392,20,80,3
196,10,2,2,1,2,1,3,2,2,2,2,6,3,3,1,2,1,3,1,1,2,3,1,1,1,205,16.1,1,1403,98,5769,5k-10k,7100,11,80,1
197,10,2,1,1,1,4,1,2,2,1,1,3,1,1,1,2,1,3,1,1,2,2,1,2,2,135,27.4,1,1405,51,2394,Upto 5k,25681,13,80,1
198,10,2,2,1,1,3,1,3,1,1,1,1,4,3,1,1,1,4,1,2,2,3,1,1,1,1377,17.7,1,1434,91,2099,Upto 5k,7679,14,80,0
199,10,2,2,1,1,1,5,2,1,2,1,1,4,2,1,1,1,2,2,1,2,3,3,1,2,1302,30.6,1,1619,67,4066,Upto 5k,16290,11,80,1
200,10,2,2,1,1,1,2,3,2,4,1,3,1,3,1,1,1,2,1,1,1,0,1,1,1,486,12.9,1,1647,86,3517,Upto 5k,22490,17,80,7
201,10,2,2,2,1,1,2,2,1,1,1,3,3,1,1,1,1,1,1,4,2,0,1,1,1,591,3.2,1,1648,87,2580,Upto 5k,6297,13,80,2
202,10,2,2,1,1,1,2,1,2,1,1,3,3,1,1,1,1,1,1,4,2,5,1,1,1,1054,12.9,1,1751,67,3445,Upto 5k,6152,11,80,1
203,10,2,2,2,1,2,1,2,2,1,1,1,3,1,1,2,1,1,1,4,2,3,2,1,1,1297,8,1,1850,53,2379,Upto 5k,19826,14,80,0
204,10,2,2,1,2,3,2,3,2,2,2,2,1,3,1,1,2,3,3,1,2,5,3,1,2,728,37,1,1864,36,3540,Upto 5k,7018,21,80,1
205,10,2,2,2,1,1,1,2,2,2,1,3,4,3,1,1,1,3,3,4,2,2,2,2,1,1131,24.1,1,1870,77,4774,Upto 5k,23844,19,80,0
206,10,2,2,1,2,2,2,4,2,4,2,6,1,1,1,1,1,4,1,4,2,5,3,1,2,511,3.2,1,1898,89,6500,5k-10k,26997,14,80,0
207,10,2,2,1,1,4,4,3,1,1,1,3,2,3,1,1,1,1,3,4,2,3,1,1,1,1354,3.2,1,1931,41,2226,Upto 5k,6073,11,80,1
208,10,2,1,2,3,1,6,4,2,2,1,4,2,3,1,1,1,2,1,1,1,2,1,1,1,1337,35.4,1,1944,58,2863,Upto 5k,19555,12,80,1
209,10,2,2,1,2,1,3,2,1,1,2,6,3,1,1,1,1,2,1,1,2,5,3,1,2,954,14.5,1,1965,44,4105,Upto 5k,5099,14,80,1
210,10,2,2,1,1,1,1,3,1,4,2,5,2,3,1,2,2,4,3,1,2,0,1,1,1,155,6.4,1,2064,87,6142,5k-10k,5174,20,80,1
210,10,2,2,1,1,1,1,3,1,4,2,5,2,3,1,2,2,4,3,1,2,0,1,1,1,155,6.4,1,2064,87,6142,5k-10k,5174,20,80,1
211,11,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,1,1,2,4,1,1,1,103,38.6,1,19,50,2028,Upto 5k,12947,14,80,5
212,11,2,1,1,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,4,1,3,1,1,1,1434,8,1,65,50,3441,Upto 5k,11179,13,80,1
213,11,2,2,3,2,1,2,3,1,1,2,6,1,3,1,1,1,4,1,2,1,3,2,1,1,120,6.4,1,129,43,4221,Upto 5k,8863,15,80,1
214,11,2,2,1,1,1,2,1,1,1,1,3,3,3,1,1,1,1,3,3,1,2,1,1,1,440,33.8,1,221,42,2713,Upto 5k,6672,11,80,1
215,11,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,529,3.2,1,364,79,3485,Upto 5k,14935,11,80,2
216,11,2,2,1,1,1,2,2,1,1,1,3,3,3,1,1,2,3,3,4,1,3,1,1,1,1158,14.5,1,377,94,2070,Upto 5k,2613,23,80,1
217,11,2,2,1,1,2,1,2,2,1,1,3,3,1,1,1,2,3,1,1,1,3,1,1,1,1117,12.9,1,395,66,3310,Upto 5k,4488,21,80,1
218,11,2,2,1,1,2,2,3,1,4,2,7,4,1,1,1,1,1,1,1,2,2,1,1,2,1476,25.7,1,412,68,5661,5k-10k,4824,19,80,0
219,11,2,1,1,1,4,2,4,1,3,1,3,3,3,1,2,1,3,1,4,1,4,1,1,1,1157,3.2,1,440,84,3464,Upto 5k,24737,13,80,5
220,11,2,2,1,2,4,1,3,1,1,2,6,3,1,1,1,1,3,1,1,2,1,2,1,2,304,14.5,1,498,92,5253,5k-10k,20750,16,80,1
221,11,2,2,1,1,2,2,1,1,1,2,1,4,2,1,1,1,3,3,1,2,2,1,1,1,1300,27.4,1,536,79,4558,Upto 5k,13535,12,80,1
222,11,2,1,1,1,2,1,4,2,3,1,3,2,1,1,2,1,3,1,1,2,4,3,1,2,654,1.6,1,741,67,2216,Upto 5k,3872,13,80,7
223,11,2,1,1,1,4,2,1,1,1,1,3,1,1,1,1,1,3,1,4,1,3,1,1,1,890,3.2,1,828,46,4382,Upto 5k,16374,17,80,6
224,11,2,2,1,2,4,3,3,2,1,2,6,2,3,1,2,2,2,1,1,2,2,3,2,1,760,3.2,1,846,81,4779,Upto 5k,3698,20,80,1
225,11,2,2,1,3,2,2,3,1,2,1,4,3,2,1,1,1,3,3,1,2,6,1,1,1,1169,12.9,1,869,63,4936,Upto 5k,23965,13,80,1
226,11,2,2,1,2,4,2,4,1,1,2,6,3,1,1,1,1,4,1,1,1,3,1,1,1,821,8,1,916,98,4908,Upto 5k,24252,14,80,1
227,11,2,2,1,1,1,2,1,2,1,1,3,1,2,1,1,1,4,3,1,2,2,1,1,1,995,14.5,1,930,77,2377,Upto 5k,9834,18,80,5
228,11,2,2,1,2,3,2,2,1,1,1,2,2,3,1,1,2,4,1,1,1,5,1,1,1,1144,16.1,1,1056,74,1052,Upto 5k,23384,22,80,1
229,11,2,1,3,1,2,4,3,1,2,3,7,4,1,1,1,1,2,1,4,2,2,3,1,2,1366,38.6,1,1082,72,8722,5k-10k,12355,12,80,1
230,11,2,2,1,1,1,5,1,2,1,2,3,1,1,1,1,1,3,1,2,2,4,3,1,2,857,16.1,1,1097,59,3660,Upto 5k,7909,13,80,3
231,11,2,2,1,1,2,1,4,1,1,1,1,1,2,1,1,1,3,3,4,1,5,1,1,1,895,24.1,1,1102,50,2207,Upto 5k,22482,16,80,1
232,11,2,1,2,1,1,2,4,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1009,1.6,1,1111,45,2596,Upto 5k,7160,15,80,1
233,11,2,2,1,1,1,2,2,2,1,3,5,2,2,1,1,1,4,4,4,2,3,3,1,2,950,4.8,1,1121,93,7655,5k-10k,8039,17,80,0
234,11,2,2,1,1,3,1,4,1,2,1,3,2,3,1,1,1,2,1,3,2,2,1,1,1,1451,3.2,1,1136,67,3201,Upto 5k,19911,17,80,0
235,11,2,2,2,1,1,1,1,1,2,1,3,1,2,1,2,1,3,3,1,1,2,1,1,1,773,9.7,1,1154,39,2703,Upto 5k,22088,14,80,1
236,11,2,1,1,1,3,1,1,2,1,1,1,3,3,1,2,1,3,1,4,1,4,1,1,1,1485,19.3,1,1175,79,2515,Upto 5k,22955,11,80,1
237,11,2,2,1,1,4,2,2,1,2,1,1,4,3,1,1,1,1,4,1,2,2,2,1,1,1179,30.6,1,1216,78,3196,Upto 5k,12449,12,80,1
238,11,2,2,2,1,4,2,2,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,1,1,791,1.6,1,1286,44,2154,Upto 5k,6842,11,80,0
239,11,2,2,2,1,1,1,2,1,2,1,1,3,3,1,2,1,4,3,1,1,2,1,1,1,193,3.2,1,1296,52,3867,Upto 5k,14222,12,80,1
240,11,2,2,1,1,1,4,2,1,1,1,3,4,1,1,1,1,4,1,4,1,2,1,1,1,640,1.6,1,1301,84,2080,Upto 5k,4732,11,80,2
241,11,2,2,3,1,1,1,1,2,3,2,1,3,3,1,1,1,2,4,1,2,6,3,2,1,1476,1.6,1,1315,55,6674,5k-10k,16392,11,80,0
242,11,2,2,1,2,1,1,1,1,2,2,6,4,3,1,1,1,1,3,1,1,0,1,1,1,736,41.8,1,1387,48,4724,Upto 5k,24232,11,80,1
243,11,2,2,1,2,1,2,2,1,1,2,6,4,1,1,1,1,3,1,1,2,4,2,1,1,866,8,1,1469,84,8463,5k-10k,23490,18,80,0
244,11,2,1,2,2,1,4,4,1,1,1,2,1,3,1,1,1,3,3,2,1,3,1,1,1,1496,1.6,1,1486,92,2909,Upto 5k,15747,15,80,3
245,11,2,1,2,1,2,2,1,1,2,1,1,4,1,1,1,1,1,1,4,2,2,1,1,1,289,3.2,1,1504,38,2561,Upto 5k,5355,11,80,7
246,11,2,2,1,1,1,1,4,1,2,1,3,1,2,1,1,1,3,3,3,1,2,1,1,1,1423,1.6,1,1506,72,1563,Upto 5k,12530,14,80,1
247,11,2,2,2,2,1,1,1,1,1,2,6,4,1,1,1,1,3,1,1,1,5,1,1,1,467,11.3,1,1507,55,4898,Upto 5k,11827,14,80,0
248,11,2,2,1,1,3,1,1,1,3,2,5,2,3,1,1,1,4,2,4,2,2,2,1,2,1083,46.7,1,1514,96,6549,5k-10k,3173,14,80,1
249,11,2,1,1,1,1,2,1,1,1,1,1,2,3,1,2,1,1,4,1,1,3,1,1,1,329,38.6,1,1604,51,2408,Upto 5k,7324,17,80,1
250,11,2,2,1,1,1,2,3,2,3,2,5,4,2,1,1,2,4,3,4,2,5,1,1,1,580,43.5,1,1622,39,4877,Upto 5k,20460,21,80,0
251,11,2,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,3,2,1,6,1,1,1,1181,1.6,1,1799,82,2044,Upto 5k,5531,11,80,1
252,11,2,2,1,1,1,2,1,2,1,1,3,4,3,1,1,2,1,3,1,1,3,1,1,1,1217,1.6,1,1834,67,3591,Upto 5k,12719,25,80,1
253,11,2,2,3,3,2,1,1,1,1,1,4,3,2,1,1,1,4,3,1,1,2,1,1,1,280,1.6,1,1858,43,2706,Upto 5k,10494,15,80,1
254,11,2,2,1,2,1,2,3,2,1,1,2,2,3,1,1,1,3,3,1,1,3,1,1,1,1172,4.8,1,1875,78,2856,Upto 5k,3692,19,80,1
255,11,2,2,2,2,2,1,1,1,2,2,6,3,3,1,2,1,1,3,1,2,2,3,1,2,783,1.6,1,1927,42,6834,5k-10k,19255,12,80,1
256,11,2,1,1,2,2,3,2,2,1,2,6,1,1,1,2,1,3,1,1,2,0,1,1,1,1475,20.9,1,1933,84,9854,5k-10k,23352,11,80,3
257,11,2,2,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,4,1,3,1,1,1,1103,25.7,1,1947,49,2144,Upto 5k,2122,14,80,1
258,11,2,1,1,1,1,4,1,1,2,1,1,3,2,1,1,1,2,3,4,2,2,1,1,1,1404,27.4,1,1960,32,2367,Upto 5k,18779,12,80,5
259,12,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,3,1,1,2,3,2,1,2,153,24.1,1,15,49,4193,Upto 5k,12682,12,80,0
260,12,2,2,1,1,4,1,3,2,4,3,5,4,2,1,1,1,1,3,1,2,1,3,2,2,1389,33.8,1,20,51,9980,5k-10k,10195,11,80,1
261,12,2,2,1,1,1,1,1,1,1,1,3,2,3,1,1,2,3,3,1,2,3,2,1,1,1328,3.2,1,94,76,2703,Upto 5k,4956,23,80,0
262,12,2,2,3,1,3,4,2,1,1,2,5,1,3,1,1,1,2,3,1,2,1,3,1,2,1496,1.6,1,208,41,4319,Upto 5k,26283,13,80,1
263,12,2,1,1,2,1,3,3,2,1,3,6,3,3,1,1,2,3,4,4,2,3,2,1,1,121,43.5,1,283,35,7639,5k-10k,24525,22,80,1
264,12,2,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,3,1,4,2,1,1,1,1,992,1.6,1,300,85,2058,Upto 5k,19757,14,80,0
265,12,2,2,2,2,3,2,3,2,1,3,6,3,3,1,1,1,3,3,1,4,5,3,1,1,1413,1.6,1,312,42,7918,5k-10k,6599,14,80,1
266,12,2,1,1,1,3,2,1,1,2,1,3,3,1,1,2,1,1,1,4,1,3,1,1,1,896,29,1,315,86,2389,Upto 5k,14961,13,80,1
267,12,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,2,1,2,1,1,665,24.1,1,346,60,2340,Upto 5k,22673,19,80,1
268,12,2,2,1,2,2,3,2,1,1,2,6,3,2,1,1,1,3,3,1,2,2,1,1,1,1247,32.2,1,349,45,6931,5k-10k,10732,14,80,2
269,12,2,2,1,2,1,2,4,1,2,2,6,2,3,1,1,1,4,2,1,2,2,1,1,1,1210,3.2,1,366,78,6644,5k-10k,3687,19,80,2
270,12,2,2,2,2,2,1,3,1,1,2,6,3,1,1,1,1,2,1,4,2,3,3,1,2,442,3.2,1,388,44,4554,Upto 5k,20260,18,80,1
271,12,2,1,1,1,4,5,3,1,3,1,1,4,3,1,2,1,3,1,4,2,4,3,1,2,318,12.9,1,454,77,2119,Upto 5k,4759,11,80,1
272,12,2,2,1,1,5,5,3,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,738,14.5,1,455,30,3983,Upto 5k,7621,17,80,0
273,12,2,2,1,2,3,3,2,2,2,2,6,2,2,1,2,1,2,2,1,2,2,3,1,2,144,16.1,1,463,39,8268,5k-10k,11866,14,80,1
274,12,2,2,3,2,1,1,2,1,1,2,6,1,3,1,1,1,2,3,4,1,3,1,1,1,746,3.2,1,469,61,4649,Upto 5k,16928,14,80,1
275,12,2,2,1,1,1,1,2,1,1,1,3,3,1,1,1,1,3,1,1,2,4,1,1,1,1283,37,1,495,54,2201,Upto 5k,18168,16,80,9
276,12,2,2,1,1,4,2,3,1,2,3,8,1,3,1,1,1,1,1,1,2,2,1,1,2,986,4.8,1,564,93,11935,10k-15k,21526,18,80,1
277,12,2,1,1,1,5,4,1,2,2,1,3,2,3,1,1,1,4,1,2,2,2,1,1,1,408,40.2,1,565,71,2546,Upto 5k,18300,16,80,5
278,12,2,2,1,1,1,4,2,1,1,2,5,3,2,1,1,1,4,2,2,2,2,1,1,1,232,30.6,1,611,34,4262,Upto 5k,22645,12,80,4
279,12,2,2,1,2,2,2,3,2,1,2,6,1,3,1,1,1,2,3,4,2,5,1,1,1,1176,4.8,1,690,62,5561,5k-10k,3487,14,80,1
280,12,2,2,2,1,4,1,3,1,3,1,3,3,2,1,1,1,3,3,1,2,5,3,1,2,806,1.6,1,710,76,2720,Upto 5k,18959,18,80,1
281,12,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1396,16.1,1,749,99,2642,Upto 5k,2755,11,80,1
282,12,2,2,1,2,1,3,2,1,1,1,2,2,2,1,1,1,3,2,1,1,2,1,1,1,1090,16.1,1,766,83,2297,Upto 5k,17967,14,80,1
283,12,2,2,1,1,1,2,3,2,1,2,7,1,3,1,1,1,2,3,4,4,3,3,1,1,657,43.5,1,793,66,4335,Upto 5k,25549,12,80,4
284,12,2,1,1,1,2,1,3,2,2,1,1,4,3,1,2,1,3,3,1,1,1,1,1,1,805,1.6,1,816,36,2319,Upto 5k,6689,11,80,1
285,12,2,2,1,1,2,1,1,1,4,1,3,1,3,1,1,2,1,3,1,2,3,3,1,2,1252,37,1,824,81,2700,Upto 5k,23779,24,80,1
286,12,2,1,1,2,1,2,3,2,2,1,2,1,2,1,2,1,1,4,1,1,3,1,1,1,341,1.6,1,896,48,2800,Upto 5k,23522,19,80,6
287,12,2,2,1,1,3,2,4,2,2,1,1,3,2,1,1,1,1,4,1,2,5,1,1,1,1086,11.3,1,912,62,2532,Upto 5k,6054,14,80,6
288,12,2,2,2,2,1,4,1,2,1,1,2,3,3,1,1,1,4,3,1,1,5,1,1,1,1404,32.2,1,974,84,2157,Upto 5k,18203,15,80,1
289,12,2,1,1,1,1,1,2,2,2,1,3,4,1,1,2,2,1,1,1,1,5,1,1,1,906,16.1,1,994,92,2404,Upto 5k,11479,20,80,6
290,12,2,2,1,1,4,1,1,2,1,1,3,3,2,1,1,2,2,3,1,4,1,2,1,2,1107,45.1,1,1120,93,2514,Upto 5k,26968,22,80,4
291,12,2,2,2,1,1,1,2,2,1,1,3,2,2,1,1,1,3,2,4,2,2,2,1,1,490,16.1,1,1143,61,3291,Upto 5k,17940,14,80,0
292,12,2,2,1,1,3,2,3,1,2,2,5,3,3,1,2,1,1,3,4,2,2,3,1,1,718,12.9,1,1150,79,5056,5k-10k,17689,15,80,1
293,12,2,1,1,2,3,1,2,2,2,3,6,4,3,1,1,1,2,3,3,4,3,3,1,2,408,37,1,1165,45,7336,5k-10k,11162,13,80,1
294,12,2,2,1,1,3,2,3,2,1,1,1,3,3,1,1,1,2,3,1,2,5,3,1,2,1401,9.7,1,1192,54,3131,Upto 5k,26342,13,80,1
295,12,2,2,1,1,3,1,3,2,3,1,3,3,3,1,2,1,2,3,4,2,2,2,1,1,942,24.1,1,1202,69,2168,Upto 5k,26933,18,80,0
296,12,2,2,1,1,1,1,4,2,1,1,3,3,2,1,1,1,2,4,1,1,5,1,1,1,1010,1.6,1,1249,97,3760,Upto 5k,5598,15,80,1
297,12,2,2,1,1,1,1,1,1,1,2,7,3,2,1,2,1,4,2,1,2,2,1,1,1,1329,11.3,1,1260,82,6623,5k-10k,4204,11,80,1
298,12,2,2,1,1,1,1,2,2,2,4,8,3,2,1,1,1,4,2,4,2,2,3,1,2,694,1.6,1,1264,87,16124,15k+,3423,14,80,3
299,12,2,1,1,1,1,4,3,2,1,1,1,1,2,1,2,1,2,2,1,2,2,3,2,2,806,11.3,1,1299,39,3339,Upto 5k,17285,13,80,3
300,12,2,2,1,3,1,5,3,1,2,3,4,4,1,1,1,1,2,1,4,2,3,3,1,2,332,27.4,1,1419,51,7988,5k-10k,9769,13,80,1
301,12,2,1,2,1,3,5,1,2,1,3,7,3,1,1,2,1,2,1,1,2,1,3,2,2,337,22.5,1,1421,84,7553,5k-10k,22930,12,80,0
302,12,2,1,2,2,1,4,4,2,1,2,6,2,1,1,1,1,2,1,3,2,4,1,1,1,115,20.9,1,1487,51,5765,5k-10k,17485,11,80,5
303,12,2,2,1,2,1,1,1,1,2,2,6,1,2,1,1,1,1,2,1,2,3,3,1,1,1246,30.6,1,1497,77,8620,5k-10k,23757,14,80,1
304,12,2,2,2,1,3,1,2,2,1,1,1,2,3,1,1,1,1,4,1,1,3,1,1,1,410,3.2,1,1513,97,3180,Upto 5k,4668,13,80,0
305,12,2,1,1,1,4,4,4,1,2,1,3,4,1,1,1,1,1,1,3,4,2,3,1,2,224,1.6,1,1522,100,2362,Upto 5k,7568,13,80,6
306,12,2,2,1,1,3,5,1,2,3,2,7,4,3,1,1,1,1,3,1,2,3,3,1,2,441,12.9,1,1544,39,9715,5k-10k,7288,13,80,3
307,12,2,2,1,1,1,1,1,1,4,1,3,1,3,1,1,1,2,2,4,1,2,1,1,1,598,14.5,1,1558,91,2451,Upto 5k,22376,18,80,6
308,12,2,2,1,1,3,2,3,1,1,1,1,4,1,1,2,1,3,1,1,2,3,3,1,1,1370,4.8,1,1586,87,4723,Upto 5k,16213,18,80,1
309,12,2,2,2,1,3,1,4,1,1,2,7,3,2,1,1,1,3,3,2,2,0,2,1,1,995,3.2,1,1590,87,8853,5k-10k,24483,19,80,1
310,12,2,2,1,2,1,2,1,1,2,2,6,1,1,1,1,1,1,1,1,2,2,1,1,1,469,16.1,1,1650,42,5869,5k-10k,23413,11,80,9
311,12,2,2,1,2,1,2,4,1,2,2,6,2,2,1,2,1,4,3,4,2,3,1,1,2,991,8,1,1669,43,4187,Upto 5k,3356,13,80,1
312,12,2,2,1,1,4,2,2,2,1,1,1,1,3,1,1,1,1,3,1,2,2,1,1,1,1082,14.5,1,1709,43,2974,Upto 5k,25412,17,80,9
313,12,2,1,1,2,1,3,3,2,3,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,428,14.5,1,1752,52,2760,Upto 5k,14630,13,80,1
314,12,2,2,2,1,1,1,2,1,4,2,7,1,1,1,2,1,3,1,2,2,5,1,1,1,461,1.6,1,1753,70,6294,5k-10k,23060,12,80,8
315,12,2,2,1,1,1,4,2,2,2,1,3,4,2,1,1,1,1,3,1,1,2,1,1,1,590,6.4,1,1762,91,2109,Upto 5k,10007,13,80,1
316,12,2,1,1,3,1,6,4,1,2,1,4,4,2,1,2,1,3,4,1,1,3,1,1,1,350,20.9,1,1844,56,2335,Upto 5k,3157,15,80,4
317,12,2,2,2,1,3,2,2,1,1,1,1,3,3,1,1,1,4,1,2,4,3,3,1,2,574,32.2,1,1852,40,3812,Upto 5k,7003,13,80,1
318,12,2,2,1,1,3,1,2,1,3,2,7,1,2,1,1,1,3,2,1,4,3,1,1,2,726,46.7,1,1859,93,6384,5k-10k,21143,17,80,8
319,12,2,2,1,3,3,2,2,1,2,1,4,2,3,1,1,1,3,1,1,1,3,1,1,1,352,9.7,1,1865,87,2804,Upto 5k,15434,11,80,1
